view,operations_sensitivity,monthly_requests,token_profile,utilization_tier,quality_sensitivity_path,quality_delta_points,managed_quality_rate,private_quality_rate,replicas,managed_total_usd,private_total_usd,gateway_runtime_usd,network_nat_usd,control_plane_usd,shared_storage_usd,observability_usd,operations_engineering_allocation_usd,managed_cost_per_1m_provider_billed_tokens_usd,managed_token_definition,private_cost_per_1m_normalized_tokens_usd,private_token_definition,managed_cost_per_correct_task_usd,private_cost_per_correct_task_usd,lower_cost_path
view_b,high,10000,short,high,private,-5,0.4066666666666667,0.3566666666666667,1,3035.8080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,948.6900,provider-billed input + output tokens,1120.7700,normalized input + visible output tokens,0.7465101639344261683188390218,1.005550654205607382658817364,managed
view_a,not_applicable,10000,short,high,measured,0,0.4066666666666667,0.4066666666666667,1,28.80,579.4560,,,,,,,9.00,provider-billed input + output tokens,181.0800,normalized input + visible output tokens,0.007081967213114753517871539909,0.1424891803278688407795753830,managed
view_b,low,10000,short,high,measured,0,0.4066666666666667,0.4066666666666667,1,195.8080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,61.1900,provider-billed input + output tokens,233.2700,normalized input + visible output tokens,0.04814950819672130752872883633,0.1835567213114753947904326794,managed
view_b,typical,10000,short,high,measured,0,0.4066666666666667,0.4066666666666667,1,515.8080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,161.1900,provider-billed input + output tokens,333.2700,normalized input + visible output tokens,0.1268380327868852355050792798,0.2622452459016393227667831228,managed
view_b,high,10000,short,high,measured,0,0.4066666666666667,0.4066666666666667,1,3035.8080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,948.6900,provider-billed input + output tokens,1120.7700,normalized input + visible output tokens,0.7465101639344261683188390218,0.8819173770491802555805428648,managed
view_a,not_applicable,10000,short,high,managed,5,0.4566666666666667,0.4066666666666667,1,28.80,579.4560,,,,,,,9.00,provider-billed input + output tokens,181.0800,normalized input + visible output tokens,0.006306569343065692970323405616,0.1424891803278688407795753830,managed
view_b,low,10000,short,high,managed,5,0.4566666666666667,0.4066666666666667,1,195.8080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,61.1900,provider-billed input + output tokens,233.2700,normalized input + visible output tokens,0.04287766423357663920600990996,0.1835567213114753947904326794,managed
view_b,typical,10000,short,high,managed,5,0.4566666666666667,0.4066666666666667,1,515.8080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,161.1900,provider-billed input + output tokens,333.2700,normalized input + visible output tokens,0.1129506569343065610984921946,0.2622452459016393227667831228,managed
view_b,high,10000,short,high,managed,5,0.4566666666666667,0.4066666666666667,1,3035.8080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,948.6900,provider-billed input + output tokens,1120.7700,normalized input + visible output tokens,0.6647754744525546960017901859,0.8819173770491802555805428648,managed
view_a,not_applicable,10000,short,high,private,5,0.4066666666666667,0.4566666666666667,1,28.80,579.4560,,,,,,,9.00,provider-billed input + output tokens,181.0800,normalized input + visible output tokens,0.007081967213114753517871539909,0.1268881751824817425629069210,managed
view_b,low,10000,short,high,private,5,0.4066666666666667,0.4566666666666667,1,195.8080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,61.1900,provider-billed input + output tokens,233.2700,normalized input + visible output tokens,0.04814950819672130752872883633,0.1634592700729926887985934253,managed
view_b,typical,10000,short,high,private,5,0.4066666666666667,0.4566666666666667,1,515.8080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,161.1900,provider-billed input + output tokens,333.2700,normalized input + visible output tokens,0.1268380327868852355050792798,0.2335322627737226106910757099,managed
view_b,high,10000,short,high,private,5,0.4066666666666667,0.4566666666666667,1,3035.8080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,948.6900,provider-billed input + output tokens,1120.7700,normalized input + visible output tokens,0.7465101639344261683188390218,0.7853570802919707455943737013,managed
view_a,not_applicable,10000,medium,low,managed,-5,0.3566666666666667,0.4066666666666667,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.03229906542056074464494715696,0.1424891803278688407795753830,managed
view_b,low,10000,medium,low,managed,-5,0.3566666666666667,0.4066666666666667,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.07912373831775700195105249367,0.1835567213114753947904326794,managed
view_b,typical,10000,medium,low,managed,-5,0.3566666666666667,0.4066666666666667,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.1688433644859812926314612630,0.2622452459016393227667831228,managed
view_b,high,10000,medium,low,managed,-5,0.3566666666666667,0.4066666666666667,1,3122.2080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,243.9225,provider-billed input + output tokens,280.1925,normalized input + visible output tokens,0.8753854205607475817396803214,0.8819173770491802555805428648,managed
view_a,not_applicable,10000,medium,low,private,-5,0.4066666666666667,0.3566666666666667,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.02832786885245901407148615963,0.1624642990654205455640841995,managed
view_b,low,10000,medium,low,private,-5,0.4066666666666667,0.3566666666666667,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.06939540983606556808234345606,0.2092889719626168028701895362,managed
view_b,typical,10000,medium,low,private,-5,0.4066666666666667,0.3566666666666667,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.1480839344262294960586938995,0.2990085981308410935505983055,managed
view_b,high,10000,medium,low,private,-5,0.4066666666666667,0.3566666666666667,1,3122.2080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,243.9225,provider-billed input + output tokens,280.1925,normalized input + visible output tokens,0.7677560655737704288724536415,1.005550654205607382658817364,managed
view_a,not_applicable,10000,medium,low,measured,0,0.4066666666666667,0.4066666666666667,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.02832786885245901407148615963,0.1424891803278688407795753830,managed
view_b,low,10000,medium,low,measured,0,0.4066666666666667,0.4066666666666667,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.06939540983606556808234345606,0.1835567213114753947904326794,managed
view_b,typical,10000,medium,low,measured,0,0.4066666666666667,0.4066666666666667,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.1480839344262294960586938995,0.2622452459016393227667831228,managed
view_b,high,10000,medium,low,measured,0,0.4066666666666667,0.4066666666666667,1,3122.2080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,243.9225,provider-billed input + output tokens,280.1925,normalized input + visible output tokens,0.7677560655737704288724536415,0.8819173770491802555805428648,managed
view_a,not_applicable,10000,medium,low,managed,5,0.4566666666666667,0.4066666666666667,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.02522627737226277188129362246,0.1424891803278688407795753830,managed
view_b,low,10000,medium,low,managed,5,0.4566666666666667,0.4066666666666667,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.06179737226277371811698012680,0.1835567213114753947904326794,managed
view_b,typical,10000,medium,low,managed,5,0.4566666666666667,0.4066666666666667,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.1318703649635036400094624114,0.2622452459016393227667831228,managed
view_b,high,10000,medium,low,managed,5,0.4566666666666667,0.4066666666666667,1,3122.2080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,243.9225,provider-billed input + output tokens,280.1925,normalized input + visible output tokens,0.6836951824817517749127604028,0.8819173770491802555805428648,managed
view_a,not_applicable,10000,medium,low,private,5,0.4066666666666667,0.4566666666666667,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.02832786885245901407148615963,0.1268881751824817425629069210,managed
view_b,low,10000,medium,low,private,5,0.4066666666666667,0.4566666666666667,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.06939540983606556808234345606,0.1634592700729926887985934253,managed
view_b,typical,10000,medium,low,private,5,0.4066666666666667,0.4566666666666667,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.1480839344262294960586938995,0.2335322627737226106910757099,managed
view_b,high,10000,medium,low,private,5,0.4066666666666667,0.4566666666666667,1,3122.2080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,243.9225,provider-billed input + output tokens,280.1925,normalized input + visible output tokens,0.7677560655737704288724536415,0.7853570802919707455943737013,managed
view_a,not_applicable,10000,medium,typical,managed,-5,0.3566666666666667,0.4066666666666667,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.03229906542056074464494715696,0.1424891803278688407795753830,managed
view_b,low,10000,medium,typical,managed,-5,0.3566666666666667,0.4066666666666667,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.07912373831775700195105249367,0.1835567213114753947904326794,managed
view_b,typical,10000,medium,typical,managed,-5,0.3566666666666667,0.4066666666666667,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.1688433644859812926314612630,0.2622452459016393227667831228,managed
view_b,high,10000,medium,typical,managed,-5,0.3566666666666667,0.4066666666666667,1,3122.2080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,243.9225,provider-billed input + output tokens,280.1925,normalized input + visible output tokens,0.8753854205607475817396803214,0.8819173770491802555805428648,managed
view_a,not_applicable,10000,medium,typical,private,-5,0.4066666666666667,0.3566666666666667,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.02832786885245901407148615963,0.1624642990654205455640841995,managed
view_b,low,10000,medium,typical,private,-5,0.4066666666666667,0.3566666666666667,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.06939540983606556808234345606,0.2092889719626168028701895362,managed
view_b,typical,10000,medium,typical,private,-5,0.4066666666666667,0.3566666666666667,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.1480839344262294960586938995,0.2990085981308410935505983055,managed
view_b,high,10000,medium,typical,private,-5,0.4066666666666667,0.3566666666666667,1,3122.2080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,243.9225,provider-billed input + output tokens,280.1925,normalized input + visible output tokens,0.7677560655737704288724536415,1.005550654205607382658817364,managed
view_a,not_applicable,10000,medium,typical,measured,0,0.4066666666666667,0.4066666666666667,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.02832786885245901407148615963,0.1424891803278688407795753830,managed
view_b,low,10000,medium,typical,measured,0,0.4066666666666667,0.4066666666666667,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.06939540983606556808234345606,0.1835567213114753947904326794,managed
view_b,typical,10000,medium,typical,measured,0,0.4066666666666667,0.4066666666666667,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.1480839344262294960586938995,0.2622452459016393227667831228,managed
view_b,high,10000,medium,typical,measured,0,0.4066666666666667,0.4066666666666667,1,3122.2080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,243.9225,provider-billed input + output tokens,280.1925,normalized input + visible output tokens,0.7677560655737704288724536415,0.8819173770491802555805428648,managed
view_a,not_applicable,10000,medium,typical,managed,5,0.4566666666666667,0.4066666666666667,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.02522627737226277188129362246,0.1424891803278688407795753830,managed
view_b,low,10000,medium,typical,managed,5,0.4566666666666667,0.4066666666666667,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.06179737226277371811698012680,0.1835567213114753947904326794,managed
view_b,typical,10000,medium,typical,managed,5,0.4566666666666667,0.4066666666666667,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.1318703649635036400094624114,0.2622452459016393227667831228,managed
view_b,high,10000,medium,typical,managed,5,0.4566666666666667,0.4066666666666667,1,3122.2080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,243.9225,provider-billed input + output tokens,280.1925,normalized input + visible output tokens,0.6836951824817517749127604028,0.8819173770491802555805428648,managed
view_a,not_applicable,10000,medium,typical,private,5,0.4066666666666667,0.4566666666666667,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.02832786885245901407148615963,0.1268881751824817425629069210,managed
view_b,low,10000,medium,typical,private,5,0.4066666666666667,0.4566666666666667,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.06939540983606556808234345606,0.1634592700729926887985934253,managed
view_b,typical,10000,medium,typical,private,5,0.4066666666666667,0.4566666666666667,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.1480839344262294960586938995,0.2335322627737226106910757099,managed
