view,operations_sensitivity,monthly_requests,token_profile,utilization_tier,quality_sensitivity_path,quality_delta_points,managed_quality_rate,private_quality_rate,replicas,managed_total_usd,private_total_usd,gateway_runtime_usd,network_nat_usd,control_plane_usd,shared_storage_usd,observability_usd,operations_engineering_allocation_usd,managed_cost_per_1m_provider_billed_tokens_usd,managed_token_definition,private_cost_per_1m_normalized_tokens_usd,private_token_definition,managed_cost_per_correct_task_usd,private_cost_per_correct_task_usd,lower_cost_path
view_b,typical,10000,short,low,measured,0,0.6322222222222222,0.6322222222222222,1,515.8080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,161.1900,provider-billed input + output tokens,333.2700,normalized input + visible output tokens,0.08158650263620386930005281674,0.1686849912126537844880489003,managed
view_b,high,10000,short,low,measured,0,0.6322222222222222,0.6322222222222222,1,3035.8080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,948.6900,provider-billed input + output tokens,1120.7700,normalized input + visible output tokens,0.4801805272407733033455369856,0.5672790158172232185335330691,managed
view_a,not_applicable,10000,short,low,managed,5,0.6822222222222222,0.6322222222222222,1,28.80,579.4560,,,,,,,9.00,provider-billed input + output tokens,181.0800,normalized input + visible output tokens,0.004221498371335505023501575614,0.09165384885764499443423018832,managed
view_b,low,10000,short,low,managed,5,0.6822222222222222,0.6322222222222222,1,195.8080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,61.1900,provider-billed input + output tokens,233.2700,normalized input + visible output tokens,0.02870149837133550582089571242,0.1180698769771529039743366249,managed
view_b,typical,10000,short,low,managed,5,0.6822222222222222,0.6322222222222222,1,515.8080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,161.1900,provider-billed input + output tokens,333.2700,normalized input + visible output tokens,0.07560703583061889497091321924,0.1686849912126537844880489003,managed
view_b,high,10000,short,low,managed,5,0.6822222222222222,0.6322222222222222,1,3035.8080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,948.6900,provider-billed input + output tokens,1120.7700,normalized input + visible output tokens,0.4449881433224755845273010854,0.5672790158172232185335330691,managed
view_a,not_applicable,10000,short,low,private,5,0.6322222222222222,0.6822222222222222,1,28.80,579.4560,,,,,,,9.00,provider-billed input + output tokens,181.0800,normalized input + visible output tokens,0.004555360281195079246234104787,0.08493654723127036107285170134,managed
view_b,low,10000,short,low,private,5,0.6322222222222222,0.6822222222222222,1,195.8080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,61.1900,provider-billed input + output tokens,233.2700,normalized input + visible output tokens,0.03097138840070298878634054133,0.1094165472312703618702458382,managed
view_b,typical,10000,short,low,private,5,0.6322222222222222,0.6822222222222222,1,515.8080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,161.1900,provider-billed input + output tokens,333.2700,normalized input + visible output tokens,0.08158650263620386930005281674,0.1563220846905537510202633450,managed
view_b,high,10000,short,low,private,5,0.6322222222222222,0.6822222222222222,1,3035.8080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,948.6900,provider-billed input + output tokens,1120.7700,normalized input + visible output tokens,0.4801805272407733033455369856,0.5257031921824104405766512112,managed
view_a,not_applicable,10000,short,typical,managed,-5,0.5822222222222222,0.6322222222222222,1,28.80,579.4560,,,,,,,9.00,provider-billed input + output tokens,181.0800,normalized input + visible output tokens,0.004946564885496183394907056698,0.09165384885764499443423018832,managed
view_b,low,10000,short,typical,managed,-5,0.5822222222222222,0.6322222222222222,1,195.8080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,61.1900,provider-billed input + output tokens,233.2700,normalized input + visible output tokens,0.03363114503816794021492919993,0.1180698769771529039743366249,managed
view_b,typical,10000,short,typical,managed,-5,0.5822222222222222,0.6322222222222222,1,515.8080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,161.1900,provider-billed input + output tokens,333.2700,normalized input + visible output tokens,0.08859297709923664460278538547,0.1686849912126537844880489003,managed
view_b,high,10000,short,typical,managed,-5,0.5822222222222222,0.6322222222222222,1,3035.8080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,948.6900,provider-billed input + output tokens,1120.7700,normalized input + visible output tokens,0.5214174045801526916571528466,0.5672790158172232185335330691,managed
view_a,not_applicable,10000,short,typical,private,-5,0.6322222222222222,0.5822222222222222,1,28.80,579.4560,,,,,,,9.00,provider-billed input + output tokens,181.0800,normalized input + visible output tokens,0.004555360281195079246234104787,0.09952488549618320990552998077,managed
view_b,low,10000,short,typical,private,-5,0.6322222222222222,0.5822222222222222,1,195.8080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,61.1900,provider-billed input + output tokens,233.2700,normalized input + visible output tokens,0.03097138840070298878634054133,0.1282094656488549667255521240,managed
view_b,typical,10000,short,typical,private,-5,0.6322222222222222,0.5822222222222222,1,515.8080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,161.1900,provider-billed input + output tokens,333.2700,normalized input + visible output tokens,0.08158650263620386930005281674,0.1831712977099236711134083095,managed
view_b,high,10000,short,typical,private,-5,0.6322222222222222,0.5822222222222222,1,3035.8080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,948.6900,provider-billed input + output tokens,1120.7700,normalized input + visible output tokens,0.4801805272407733033455369856,0.6159957251908397181677757706,managed
view_a,not_applicable,10000,short,typical,measured,0,0.6322222222222222,0.6322222222222222,1,28.80,579.4560,,,,,,,9.00,provider-billed input + output tokens,181.0800,normalized input + visible output tokens,0.004555360281195079246234104787,0.09165384885764499443423018832,managed
view_b,low,10000,short,typical,measured,0,0.6322222222222222,0.6322222222222222,1,195.8080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,61.1900,provider-billed input + output tokens,233.2700,normalized input + visible output tokens,0.03097138840070298878634054133,0.1180698769771529039743366249,managed
view_b,typical,10000,short,typical,measured,0,0.6322222222222222,0.6322222222222222,1,515.8080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,161.1900,provider-billed input + output tokens,333.2700,normalized input + visible output tokens,0.08158650263620386930005281674,0.1686849912126537844880489003,managed
view_b,high,10000,short,typical,measured,0,0.6322222222222222,0.6322222222222222,1,3035.8080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,948.6900,provider-billed input + output tokens,1120.7700,normalized input + visible output tokens,0.4801805272407733033455369856,0.5672790158172232185335330691,managed
view_a,not_applicable,10000,short,typical,managed,5,0.6822222222222222,0.6322222222222222,1,28.80,579.4560,,,,,,,9.00,provider-billed input + output tokens,181.0800,normalized input + visible output tokens,0.004221498371335505023501575614,0.09165384885764499443423018832,managed
view_b,low,10000,short,typical,managed,5,0.6822222222222222,0.6322222222222222,1,195.8080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,61.1900,provider-billed input + output tokens,233.2700,normalized input + visible output tokens,0.02870149837133550582089571242,0.1180698769771529039743366249,managed
view_b,typical,10000,short,typical,managed,5,0.6822222222222222,0.6322222222222222,1,515.8080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,161.1900,provider-billed input + output tokens,333.2700,normalized input + visible output tokens,0.07560703583061889497091321924,0.1686849912126537844880489003,managed
view_b,high,10000,short,typical,managed,5,0.6822222222222222,0.6322222222222222,1,3035.8080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,948.6900,provider-billed input + output tokens,1120.7700,normalized input + visible output tokens,0.4449881433224755845273010854,0.5672790158172232185335330691,managed
view_a,not_applicable,10000,short,typical,private,5,0.6322222222222222,0.6822222222222222,1,28.80,579.4560,,,,,,,9.00,provider-billed input + output tokens,181.0800,normalized input + visible output tokens,0.004555360281195079246234104787,0.08493654723127036107285170134,managed
view_b,low,10000,short,typical,private,5,0.6322222222222222,0.6822222222222222,1,195.8080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,61.1900,provider-billed input + output tokens,233.2700,normalized input + visible output tokens,0.03097138840070298878634054133,0.1094165472312703618702458382,managed
view_b,typical,10000,short,typical,private,5,0.6322222222222222,0.6822222222222222,1,515.8080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,161.1900,provider-billed input + output tokens,333.2700,normalized input + visible output tokens,0.08158650263620386930005281674,0.1563220846905537510202633450,managed
view_b,high,10000,short,typical,private,5,0.6322222222222222,0.6822222222222222,1,3035.8080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,948.6900,provider-billed input + output tokens,1120.7700,normalized input + visible output tokens,0.4801805272407733033455369856,0.5257031921824104405766512112,managed
view_a,not_applicable,10000,short,high,managed,-5,0.5822222222222222,0.6322222222222222,1,28.80,579.4560,,,,,,,9.00,provider-billed input + output tokens,181.0800,normalized input + visible output tokens,0.004946564885496183394907056698,0.09165384885764499443423018832,managed
view_b,low,10000,short,high,managed,-5,0.5822222222222222,0.6322222222222222,1,195.8080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,61.1900,provider-billed input + output tokens,233.2700,normalized input + visible output tokens,0.03363114503816794021492919993,0.1180698769771529039743366249,managed
view_b,typical,10000,short,high,managed,-5,0.5822222222222222,0.6322222222222222,1,515.8080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,161.1900,provider-billed input + output tokens,333.2700,normalized input + visible output tokens,0.08859297709923664460278538547,0.1686849912126537844880489003,managed
view_b,high,10000,short,high,managed,-5,0.5822222222222222,0.6322222222222222,1,3035.8080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,948.6900,provider-billed input + output tokens,1120.7700,normalized input + visible output tokens,0.5214174045801526916571528466,0.5672790158172232185335330691,managed
view_a,not_applicable,10000,short,high,private,-5,0.6322222222222222,0.5822222222222222,1,28.80,579.4560,,,,,,,9.00,provider-billed input + output tokens,181.0800,normalized input + visible output tokens,0.004555360281195079246234104787,0.09952488549618320990552998077,managed
view_b,low,10000,short,high,private,-5,0.6322222222222222,0.5822222222222222,1,195.8080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,61.1900,provider-billed input + output tokens,233.2700,normalized input + visible output tokens,0.03097138840070298878634054133,0.1282094656488549667255521240,managed
view_b,typical,10000,short,high,private,-5,0.6322222222222222,0.5822222222222222,1,515.8080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,161.1900,provider-billed input + output tokens,333.2700,normalized input + visible output tokens,0.08158650263620386930005281674,0.1831712977099236711134083095,managed
view_b,high,10000,short,high,private,-5,0.6322222222222222,0.5822222222222222,1,3035.8080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,948.6900,provider-billed input + output tokens,1120.7700,normalized input + visible output tokens,0.4801805272407733033455369856,0.6159957251908397181677757706,managed
view_a,not_applicable,10000,short,high,measured,0,0.6322222222222222,0.6322222222222222,1,28.80,579.4560,,,,,,,9.00,provider-billed input + output tokens,181.0800,normalized input + visible output tokens,0.004555360281195079246234104787,0.09165384885764499443423018832,managed
view_b,low,10000,short,high,measured,0,0.6322222222222222,0.6322222222222222,1,195.8080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,61.1900,provider-billed input + output tokens,233.2700,normalized input + visible output tokens,0.03097138840070298878634054133,0.1180698769771529039743366249,managed
view_b,typical,10000,short,high,measured,0,0.6322222222222222,0.6322222222222222,1,515.8080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,161.1900,provider-billed input + output tokens,333.2700,normalized input + visible output tokens,0.08158650263620386930005281674,0.1686849912126537844880489003,managed
view_b,high,10000,short,high,measured,0,0.6322222222222222,0.6322222222222222,1,3035.8080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,948.6900,provider-billed input + output tokens,1120.7700,normalized input + visible output tokens,0.4801805272407733033455369856,0.5672790158172232185335330691,managed
view_a,not_applicable,10000,short,high,managed,5,0.6822222222222222,0.6322222222222222,1,28.80,579.4560,,,,,,,9.00,provider-billed input + output tokens,181.0800,normalized input + visible output tokens,0.004221498371335505023501575614,0.09165384885764499443423018832,managed
view_b,low,10000,short,high,managed,5,0.6822222222222222,0.6322222222222222,1,195.8080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,61.1900,provider-billed input + output tokens,233.2700,normalized input + visible output tokens,0.02870149837133550582089571242,0.1180698769771529039743366249,managed
view_b,typical,10000,short,high,managed,5,0.6822222222222222,0.6322222222222222,1,515.8080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,161.1900,provider-billed input + output tokens,333.2700,normalized input + visible output tokens,0.07560703583061889497091321924,0.1686849912126537844880489003,managed
view_b,high,10000,short,high,managed,5,0.6822222222222222,0.6322222222222222,1,3035.8080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,948.6900,provider-billed input + output tokens,1120.7700,normalized input + visible output tokens,0.4449881433224755845273010854,0.5672790158172232185335330691,managed
view_a,not_applicable,10000,short,high,private,5,0.6322222222222222,0.6822222222222222,1,28.80,579.4560,,,,,,,9.00,provider-billed input + output tokens,181.0800,normalized input + visible output tokens,0.004555360281195079246234104787,0.08493654723127036107285170134,managed
view_b,low,10000,short,high,private,5,0.6322222222222222,0.6822222222222222,1,195.8080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,61.1900,provider-billed input + output tokens,233.2700,normalized input + visible output tokens,0.03097138840070298878634054133,0.1094165472312703618702458382,managed
view_b,typical,10000,short,high,private,5,0.6322222222222222,0.6822222222222222,1,515.8080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,161.1900,provider-billed input + output tokens,333.2700,normalized input + visible output tokens,0.08158650263620386930005281674,0.1563220846905537510202633450,managed
view_b,high,10000,short,high,private,5,0.6322222222222222,0.6822222222222222,1,3035.8080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,948.6900,provider-billed input + output tokens,1120.7700,normalized input + visible output tokens,0.4801805272407733033455369856,0.5257031921824104405766512112,managed
view_a,not_applicable,10000,medium,low,managed,-5,0.5822222222222222,0.6322222222222222,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.01978625954198473357962822679,0.09165384885764499443423018832,managed
view_b,low,10000,medium,low,managed,-5,0.5822222222222222,0.6322222222222222,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.04847083969465649039965037003,0.1180698769771529039743366249,managed
view_b,typical,10000,medium,low,managed,-5,0.5822222222222222,0.6322222222222222,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.1034326717557251947875065556,0.1686849912126537844880489003,managed
view_b,high,10000,medium,low,managed,-5,0.5822222222222222,0.6322222222222222,1,3122.2080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,243.9225,provider-billed input + output tokens,280.1925,normalized input + visible output tokens,0.5362570992366412418418740167,0.5672790158172232185335330691,managed
view_a,not_applicable,10000,medium,low,private,-5,0.6322222222222222,0.5822222222222222,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.01822144112478031698493641915,0.09952488549618320990552998077,managed
view_b,low,10000,medium,low,private,-5,0.6322222222222222,0.5822222222222222,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.04463746924428822652504285569,0.1282094656488549667255521240,managed
view_b,typical,10000,medium,low,private,-5,0.6322222222222222,0.5822222222222222,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.09525258347978910703875513110,0.1831712977099236711134083095,managed
view_b,high,10000,medium,low,private,-5,0.6322222222222222,0.5822222222222222,1,3122.2080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,243.9225,provider-billed input + output tokens,280.1925,normalized input + visible output tokens,0.4938466080843585410842393000,0.6159957251908397181677757706,managed
view_a,not_applicable,10000,medium,low,measured,0,0.6322222222222222,0.6322222222222222,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.01822144112478031698493641915,0.09165384885764499443423018832,managed
view_b,low,10000,medium,low,measured,0,0.6322222222222222,0.6322222222222222,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.04463746924428822652504285569,0.1180698769771529039743366249,managed
view_b,typical,10000,medium,low,measured,0,0.6322222222222222,0.6322222222222222,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.09525258347978910703875513110,0.1686849912126537844880489003,managed
view_b,high,10000,medium,low,measured,0,0.6322222222222222,0.6322222222222222,1,3122.2080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,243.9225,provider-billed input + output tokens,280.1925,normalized input + visible output tokens,0.4938466080843585410842393000,0.5672790158172232185335330691,managed
view_a,not_applicable,10000,medium,low,managed,5,0.6822222222222222,0.6322222222222222,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.01688599348534202009400630245,0.09165384885764499443423018832,managed
view_b,low,10000,medium,low,managed,5,0.6822222222222222,0.6322222222222222,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.04136599348534202089140043926,0.1180698769771529039743366249,managed
view_b,typical,10000,medium,low,managed,5,0.6822222222222222,0.6322222222222222,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.08827153094462541004141794608,0.1686849912126537844880489003,managed
view_b,high,10000,medium,low,managed,5,0.6822222222222222,0.6322222222222222,1,3122.2080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,243.9225,provider-billed input + output tokens,280.1925,normalized input + visible output tokens,0.4576526384364820995978058123,0.5672790158172232185335330691,managed
view_a,not_applicable,10000,medium,low,private,5,0.6322222222222222,0.6822222222222222,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.01822144112478031698493641915,0.08493654723127036107285170134,managed
view_b,low,10000,medium,low,private,5,0.6322222222222222,0.6822222222222222,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.04463746924428822652504285569,0.1094165472312703618702458382,managed
view_b,typical,10000,medium,low,private,5,0.6322222222222222,0.6822222222222222,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.09525258347978910703875513110,0.1563220846905537510202633450,managed
view_b,high,10000,medium,low,private,5,0.6322222222222222,0.6822222222222222,1,3122.2080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,243.9225,provider-billed input + output tokens,280.1925,normalized input + visible output tokens,0.4938466080843585410842393000,0.5257031921824104405766512112,managed
view_a,not_applicable,10000,medium,typical,managed,-5,0.5822222222222222,0.6322222222222222,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.01978625954198473357962822679,0.09165384885764499443423018832,managed
view_b,low,10000,medium,typical,managed,-5,0.5822222222222222,0.6322222222222222,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.04847083969465649039965037003,0.1180698769771529039743366249,managed
view_b,typical,10000,medium,typical,managed,-5,0.5822222222222222,0.6322222222222222,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.1034326717557251947875065556,0.1686849912126537844880489003,managed
view_b,high,10000,medium,typical,managed,-5,0.5822222222222222,0.6322222222222222,1,3122.2080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,243.9225,provider-billed input + output tokens,280.1925,normalized input + visible output tokens,0.5362570992366412418418740167,0.5672790158172232185335330691,managed
view_a,not_applicable,10000,medium,typical,private,-5,0.6322222222222222,0.5822222222222222,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.01822144112478031698493641915,0.09952488549618320990552998077,managed
view_b,low,10000,medium,typical,private,-5,0.6322222222222222,0.5822222222222222,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.04463746924428822652504285569,0.1282094656488549667255521240,managed
view_b,typical,10000,medium,typical,private,-5,0.6322222222222222,0.5822222222222222,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.09525258347978910703875513110,0.1831712977099236711134083095,managed
view_b,high,10000,medium,typical,private,-5,0.6322222222222222,0.5822222222222222,1,3122.2080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,243.9225,provider-billed input + output tokens,280.1925,normalized input + visible output tokens,0.4938466080843585410842393000,0.6159957251908397181677757706,managed
view_a,not_applicable,10000,medium,typical,measured,0,0.6322222222222222,0.6322222222222222,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.01822144112478031698493641915,0.09165384885764499443423018832,managed
view_b,low,10000,medium,typical,measured,0,0.6322222222222222,0.6322222222222222,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.04463746924428822652504285569,0.1180698769771529039743366249,managed
view_b,typical,10000,medium,typical,measured,0,0.6322222222222222,0.6322222222222222,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.09525258347978910703875513110,0.1686849912126537844880489003,managed
view_b,high,10000,medium,typical,measured,0,0.6322222222222222,0.6322222222222222,1,3122.2080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,243.9225,provider-billed input + output tokens,280.1925,normalized input + visible output tokens,0.4938466080843585410842393000,0.5672790158172232185335330691,managed
view_a,not_applicable,10000,medium,typical,managed,5,0.6822222222222222,0.6322222222222222,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.01688599348534202009400630245,0.09165384885764499443423018832,managed
view_b,low,10000,medium,typical,managed,5,0.6822222222222222,0.6322222222222222,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.04136599348534202089140043926,0.1180698769771529039743366249,managed
view_b,typical,10000,medium,typical,managed,5,0.6822222222222222,0.6322222222222222,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.08827153094462541004141794608,0.1686849912126537844880489003,managed
view_b,high,10000,medium,typical,managed,5,0.6822222222222222,0.6322222222222222,1,3122.2080,3586.4640,4.4640,32.400,72.00,3.1680,14.9760,2880.0,243.9225,provider-billed input + output tokens,280.1925,normalized input + visible output tokens,0.4576526384364820995978058123,0.5672790158172232185335330691,managed
view_a,not_applicable,10000,medium,typical,private,5,0.6322222222222222,0.6822222222222222,1,115.20,579.4560,,,,,,,9.00,provider-billed input + output tokens,45.2700,normalized input + visible output tokens,0.01822144112478031698493641915,0.08493654723127036107285170134,managed
view_b,low,10000,medium,typical,private,5,0.6322222222222222,0.6822222222222222,1,282.2080,746.4640,4.4640,32.400,72.00,3.1680,14.9760,40.00,22.0475,provider-billed input + output tokens,58.3175,normalized input + visible output tokens,0.04463746924428822652504285569,0.1094165472312703618702458382,managed
view_b,typical,10000,medium,typical,private,5,0.6322222222222222,0.6822222222222222,1,602.2080,1066.4640,4.4640,32.400,72.00,3.1680,14.9760,360.0,47.0475,provider-billed input + output tokens,83.3175,normalized input + visible output tokens,0.09525258347978910703875513110,0.1563220846905537510202633450,managed
